"table_name","variable","n_rows","n_missing","n_non_missing","pct_missing","any_values","n_distinct_non_missing","non_numeric_count","all_numeric_like","decimal_count","any_negative","boolean_like","has_sentinel_values","max_char_length","likely_id"
"cisir_blood_crosstab","wb_6",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_6",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","ffp_7",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_7",50,46,4,92,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_7",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_7",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_7",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","ffp_8",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_8",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_8",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_8",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_8",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_9",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_9",50,44,6,88,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_9",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","wb_9",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","plat_9",50,46,4,92,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","ffp_10",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_10",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_10",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_10",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_10",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_11",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_11",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_11",50,46,4,92,TRUE,2,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","wb_11",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_11",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","ffp_12",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_12",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_12",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_12",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_12",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_13",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_13",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_13",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_13",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_13",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_14",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_14",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_14",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_14",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_14",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_15",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_15",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_15",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","wb_15",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_15",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_16",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_16",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_16",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_16",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_16",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_17",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_17",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_17",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_17",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_17",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_18",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_18",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_18",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_18",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_18",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_19",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_19",50,46,4,92,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_19",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_19",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_19",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_20",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_20",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_20",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_20",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_20",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_21",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_21",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_21",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_21",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_21",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_22",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_22",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_22",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_22",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_22",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_23",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_23",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_23",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","wb_23",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_23",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_24",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_24",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_24",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_24",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_24",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_25",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_25",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_25",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_25",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_25",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_26",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_26",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_26",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_26",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_26",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_27",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_27",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_27",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_27",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_27",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_28",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_28",50,46,4,92,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_28",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_28",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_28",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_29",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_29",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_29",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_29",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_29",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_30",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_30",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_30",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_30",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_30",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_31",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_31",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_31",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_31",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_31",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_32",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_32",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_32",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_32",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_32",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_33",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_33",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_33",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_33",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_33",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_34",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_34",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_34",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_34",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_34",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_35",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_35",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_35",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_35",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_35",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_36",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_36",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_36",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_36",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_36",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_37",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_37",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_37",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_37",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_37",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_38",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_38",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_38",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_38",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_38",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","ffp_39",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","prbc_39",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","cryo_39",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","wb_39",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_39",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","ffp_40",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","prbc_40",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,TRUE,FALSE,1,FALSE
"cisir_blood_crosstab","cryo_40",50,48,2,96,TRUE,1,0,TRUE,0,FALSE,FALSE,FALSE,1,FALSE
"cisir_blood_crosstab","wb_40",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
"cisir_blood_crosstab","plat_40",50,50,0,100,FALSE,0,0,FALSE,0,FALSE,FALSE,FALSE,NA,FALSE
